1,2,3,,,,,,,,kg/m3,%,,%,mg/L,KJ/kg,%,工业分析（单位%，总和=1）,,,,元素组成（单位%，所有元素加和=1）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,主要成分（%）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,金属元素含量（mg/kg）数值型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,多环芳烃（mg/kg),,,,,,,,,,,,,,,,酯类,,,,,,,,,,邻苯二甲酸酯类,,,,,,,,,,,,,,,,,芳香烃类,,,,,,,,,,,氯代烃,,酚类,,,,醛类,,有机酸类,,,,,,,有机酸盐类,,,,杂环,,,,,,胺类,,,,,,,,,,,,,,,农药,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,重金属毒性浸出浓度（mg/L),,,,,,,,,,,,,,,,,,,,
废物类别,行业分类,固废名称 ,别名,产生工段,表观形貌（稍微详细）,物理形态,形状,颜色,气味,密度,含水率,pH,含油率,COD,热值,烧失率,水分,灰分,挥发分,固定碳,C,H,N,O,F,Na,Mg,Al,"Si	",P,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,"Cu	",Zn,As,Pb,Ag,Bi,Cd,Sn,Sb,I,Hg,Ba,Al2O3,MgO,Cl,K2O,Na2O,Fe2O3,SiO2,MnO,CaO,S,SO3,As2O3,TiO2,Cr2O3,CuO,ZnO,PbO,F,V2O5,BaO,P2O5,SnO2,NiO,NaCl（%）,KCl,MgCl2,Mg(OH)2,Al(OH)3,AlCl3,MnCl2,NH4Cl（%）,TiCl4,FeCl2,FeCl3,CaCl2,CaF2,CaSO4,CaCO3,BaO,BaSO4,BaCO3,BaSiO3,BaS,NaNO3,辉铜矿,黄铜矿,铜铁硫化相,铁橄榄石,磁铁矿,钙铁辉石,玻璃相,石膏,方解石,石英,砷铜矿,皓矾,六水锌矾,氧化锑,三氧化二砷,五氧化二砷,铅绿矾,方铅矿,铅黄,铅,密陀僧,红锌矿,闪锌矿,锌,纤锌矿,冰晶石,刚玉,β-氧化铝,钾冰晶石,铝,锥冰晶石,西蒙冰晶石,氟铝钙锂石,白砷石,三水胆矾,副雄黄,砷华,铅矾,块黑铅矿,四水锌矾,硒汞矿,尖晶石,氮化铝,方镁石,铜靛矾,CuSO4•H2O,CdSO3•0.5H2O,石盐,氟氯铅矿,铁白云石,钙铝矾,氯铅矿,T B(mg/kg),T Na(mg/kg),T Mg(mg/kg),T Al(mg/kg),T K(mg/kg),T Ca(mg/kg),T Fe,T Cu,T Pb,T Zn,T Sn,T Ni,T Co,T Sb,T Hg,T Cd,T Bi,T Cr（mg/kg）,T As,T Be,T Ba,T Pd,T Pt,T V,T Mn,T Ti,T Al3+ （mg/L）,T SO42- （g/L),CN（mg/L),F（mg/L),萘,苊烯,苊,芴,菲,蒽,荧蒽,芘,苯并（a）蒽,屈,苯并（b）荧蒽,苯并 (k)荧蒽,苯并（a）芘,"茚苯（1,2,3-cd）芘"," 二苯并（a, n）蒽",苯并（ghi）北（二萘嵌苯）,乙酸乙酯,乙酸丁酯,乙酸异戊酯,氨基甲酸乙酯,邻甲酸甲酯,邻甲基苯甲酸,丁酸丁酯,N-氰基乙酰亚胺甲酯（乙酯）,4-[3-甲基-3-(（甲亚基氨基)）苯基]丁酸乙酯,氯甲酸甲酯,邻苯二甲酸二甲酯,邻甲基苯甲酸甲酯,邻苯二甲酸二乙酯,邻苯二甲酸二异丁酯,邻苯二甲酸二正丁酯,邻苯二甲酸二(2-甲氧基)乙酯,邻苯二甲酸二(4-甲基-2-戊基)酯,邻苯二甲酸二(2-乙氧基)乙酯,邻苯二甲酸二戊酯,邻苯二甲酸二己酯,邻苯二甲酸丁基苄基酯,邻苯二甲酸二(2-丁氧基)乙酯,邻苯二甲酸二环己酯,邻苯二甲酸二（2-乙基）己酯,邻苯二甲酸二苯酯,邻苯二甲酸二正辛酯,邻苯二甲酸二壬酯,苯,甲苯,乙苯,二甲苯,对二甲苯,间二甲苯,邻二甲苯,异丙苯,苯乙烯,乙烯基甲苯,环己烷,二氯甲烷,二氯乙烷,苯酚,邻甲酚,"2,4-二氯酚（mg/L）","2,5-二氯苯酚（mg/L）",甲醛%,间苯氧基苯甲醛,甲酸%,苯氧乙酸（mg/L）,氯乙酸,羟基乙酸（mg/L),2甲4氯酸,甲酸,甘氨酸,亚磷酸钠,甲基草甘膦酸钠盐,羟甲基磷酸钠盐,"2,4-二氯苯氧乙酸钠（mg/L)",氯甲基吡啶,吡啶,2-氯-5-氯甲基吡啶,三氯吡啶醇钠,乙基氯化物,氯乙酰氯,邻苯二胺,苯肼,脲,1-苯基氨基脲,二甲胺,2-氯烟酰胺,精胺,胺醚,乙撑硫脲,邻甲基苯基硫脲,"2-氯-N-(氯甲基)-N-(2,6-二乙基苯基)乙酰胺（MRM）","N-2,6-二乙基苯基甲亚胺（甲叉）",丁草胺,4-[3-乙基-2-(甲亚基氨基)苯基]丁酰氯,"2,5-二氯苯胺","2,4-D（mg/L）",草甘膦（mg/L),增甘膦mg/L,双甘膦mg/L,西玛津mg/L,三唑磷mg/L,烟嘧磺酰氯mg/L,烟嘧磺胺mg/L,烟嘧磺隆mg/kg,毒死蜱,多菌灵mg/L,氟乐灵,丁草胺mg/L,咪鲜胺,莠去津mg/L,百草枯mg/L,苯磺隆,吡虫啉,咪唑（烷）,丙环唑,代森锰mg/L,敌百虫,啶虫脒,麦草畏,杀虫单,乙草胺,溴丙烷,四氯化碳,丙溴磷,对氯三氟甲苯,功夫酰氯,苄基三乙基氯化铵,二氯菊酰氯,4-甲基-2-肼基苯并骈噻唑,苯唑醇,二甲硫醚,硫酸二甲酯,甲醇,乙醇,辛硫磷,"O,O-二乙基硫代磷酰氯",2-氯烟酰胺,二氯甲烷,醋酸,醋酸酐,丙烯醛,丙烯腈,环戊二烯,L Ca(mg/L),L Mg（mg/L),L Fe (mg/L),L Cu,L Pb,L Zn,L Ba (mg/L),L Sn ,L Co,L Sb,L Hg,L Cd,L Bi,L Ni,L Cr （mg/L),L Ag,L As,L Mn,L Se,L Br,L V
废水处理污泥,有色冶炼,铜火法冶炼污酸处理中和渣,无,火法炼铜污酸处理工段产生的中和渣,粉末泥状物质,固态、半固态,泥状,灰色,,,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34-0.57,,,,,,,,,,,,0.95-1.1,1.12-1.35,,,,0.68-0.86,4.04-6,,39.62-45.8,,43.88-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.5-550,91.2-95,3789.1-3793 ,,694.5-698,,,,,,1860.6-1864,385.6-389,,54.8-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,有色冶炼,铅火法冶炼污酸处理中和渣,无,火法炼铅（如富氧熔炼+直接还原工艺及富氧闪速熔炼工艺等）污酸处理工段产生的污酸处理污泥。,粉末泥状物质,固态、半固态,泥状,棕红色,有刺激性酸味,,10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.22-14,,,17.75-21,,,24.75-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.8-1985,1117-1121.03,8249.4-8253,,2850.23-2854,,,,,,8866.3-8870,55513.31-55517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,有色冶炼,铅火法冶炼中水处理污泥,无,火法炼铅（如富氧熔炼+直接还原工艺及富氧闪速熔炼工艺等）中水处理工段产生的中水处理污泥,连续泥块状,固态、半固态,泥状,暗红色,有刺激性酸味,,40-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.37-48,,,3.37-7,,,0.803-0.98,.936-1.2,,,1.32-1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.95-151,568.4-572,5178.07-5182,,386.04-390,,,,,,1060-1064.4,772.55-776,,37.05-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,有色冶炼,锌湿法冶炼浸出液净化产生的铜镉渣,无,湿法炼锌浸出液净化过程产生的渣,蓬松、质轻，似有纤维状物质,固态、半固态,泥状,灰色,,,30-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5-5,28-50,,,,,5-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,有色冶炼,锌湿法冶炼中水处理污泥,无,湿法炼锌（如常规湿法炼锌工艺等）中水处理工段产生的中水处理污泥,连续泥块状,固态、半固态,泥状,暗红色,有刺激性酸味,,40-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4-1.8,,,,10.54-14,,,25.22-29,,,,,,,3.31-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.23-531.35 ,165.78-248.67,31584.3-47376.45,,2244.56-3366.84,,,,,,6986.89-10480.33,757.25-1135.88,,312.91-469.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,有色冶炼,锌湿法冶炼污酸处理中和渣,无,湿法炼锌（如常规湿法炼锌工艺等）污酸处理工段产生的中和渣,粉末泥状物质,固态、半固态,泥状,灰色,,,30-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-12,6-8.3,3.2-5.4,1.1-1.7,,,,,,,,,,,,,,,,,35.19-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.46-447.69,215.14-322.71,5613.84-8420.75,,4638.87-6958.3,,,,,,14048.05-21072.08,1232.67-1849,,326.69-490.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,无机盐化工,氨碱法纯碱生产的盐水精制过程产生的氨碱盐泥,无,氨碱法生产纯碱工艺盐水精制过程产生的盐泥,表面粗糙熔融结构,固态、半固态,泥状,灰白色,,,40-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45-18,11-59.5,8.92-47.6,,,,,,,,9.21-14.3,1.64-9.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,无机盐化工,盐水电解法生产烧碱过程中产生的烧碱盐泥,无,以海盐为原料原盐进行电解生产烧碱过程排出的泥浆,表面粗糙熔融结构,固态、半固态,泥状,灰色,,,40-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48-50,,,,,,,,,,,,,,,,,3-16,,,4.34-6,,,,,,,,,,,32-78.45,,22.8-33,,,,,,,,,,,,,48-52,8-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-17,11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,无机盐化工,少钙焙烧生产重铬酸钠时碱液中和过程产生的少钙铝泥,无,少钙焙烧生产重铬酸钠时，中和碱性液过程中NaAlO2生成的Al(OH)3沉淀,不规则熔融结构,固态、半固态,泥状,灰色,,,40-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870-16510,,,,,,
废水处理污泥,无机盐化工,硫酸法生产钛白粉时酸性废水处理过程产生的钛石膏,无,硫酸法生产钛白粉时，酸性废水经过与石灰石、电石泥、钙粉等碱性物质中和后，产生的工业副产钛石膏,表面粗糙不规则熔融结构,固态、半固态,泥状,红黄色,,,40-60,9.03-9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82-1.1,0.87-1,,,,7.79-9,2.01-4,,30.46-32,,,,2.62-4,,,,,,,,,,,,,,,,,,,,,,,,70-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380.952-2386,7539.683-7545,5632.927-5636,,230714.289-230719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,无机盐化工,无钙焙烧生产重铬酸钠时碱液中和产生的无钙铝泥,无,无钙焙烧生产重铬酸钠时，中和碱性液过程中NaAlO2生成的Al(OH)3沉淀,表面粗糙不规则熔融结构,固态、半固态,泥状,灰色,,,40-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6-56,,,,,,
废水处理污泥,无机盐化工,硫铁矿制酸工艺烟气废酸处理过程产的中和泥渣,无,硫铁矿制酸工艺二氧化硫气体净化产生的稀酸废水处理过程中产生的中和泥渣,表面粗糙不规则熔融结构,固态、半固态,泥状,灰色,,,40-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-21,,20-35,,35.8-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44-52.85,0.04-6.24,35.13-162.01,,,,,,,,,,,3.65-18.6,,,,
废水处理污泥,农药,"2,4-D合成工艺废水处理过程中产生的生化处理污泥",无,"2,4-D合成工艺废水处理过程中产生的生化处理污泥",泥状、团聚,固态、半固态,泥状,,,,60-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1-100,,,,,,,,,,,,,,0.1-65,,,,,,0.1-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,农药,2甲4氯酸合成工艺废水处理过程中产生的生化处理污泥,无,2甲4氯酸合成工艺废水处理过程中产生的生化处理污泥,泥状、团聚,固态、半固态,泥状,,,,60-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1-153,,,,,,,,,,,,,,,0.1-100,,0.1-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,农药,百草枯合成工艺废水处理过程中产生的生化处理污泥,无,氰醇法合成百草枯工艺废水处理过程中产生的生化处理污泥,泥状、团聚,固态、半固态,泥状,,,,60-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1-100,0.1-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,农药,苯磺隆合成工艺废水处理过程中产生的生化处理污泥,无,苯磺隆合成工艺废水处理过程中产生的生化处理污泥,泥状、团聚,固态、半固态,泥状,,,,60-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,农药,吡虫啉合成工艺废水处理过程中产生的生化处理污泥,无,吡虫啉合成工艺废水处理过程中产生的生化处理污泥,泥状、团聚,固态、半固态,泥状,,,,60-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1-100,0.1-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,农药,苄嘧磺隆合成工艺废水处理过程中产生的生化处理污泥,无,苄嘧磺隆合成工艺废水处理过程中产生的生化处理污泥,泥状、团聚,固态、半固态,泥状,,,,60-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1-100,,,,,,0.1-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,农药,丙环唑合成工艺废水处理过程中产生的生化处理污泥,无,丙环唑合成工艺废水处理过程中产生的生化处理污泥,泥状、团聚,固态、半固态,泥状,,,,60-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,农药,丙溴磷合成工艺废水处理过程中产生的生化处理污泥,无,丙溴磷合成工艺废水处理过程中产生的生化处理污泥,泥状、团聚,固态、半固态,泥状,,,,60-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1-100,0.1-100,0.1-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,农药,草甘膦合成工艺废水处理过程中产生的生化处理污泥,无,草甘膦合成工艺废水处理过程中产生的生化处理污泥,泥状、团聚,固态、半固态,泥状,,,,60-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,,1.3-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7-1.5,2-4,0.02-0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,农药,代森锰锌合成工艺废水处理过程中产生的生化处理污泥,无,代森锰锌合成工艺废水处理过程中产生的生化处理污泥,泥状、团聚,固态、半固态,泥状,,,,60-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,农药,敌百虫合成工艺废水处理过程中产生的生化处理污泥,无,敌百虫合成工艺废水处理过程中产生的生化处理污泥,泥状、团聚,固态、半固态,泥状,,,,60-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
